Name,Description,Discovery Date,Detection Method,Mass,Planet Radius,Planet Type,Orbital Radius,Eccentricity,Orbital Period,File,Uuid,Link
k2-248-b,"""K2-248 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 7.13 Earths, it takes 7.2 days to complete one orbit of its star, and is 0.0699 AU from its star. Its discovery was announced in 2018.""",2018,Transit,7.13 Earths,0.229 x Jupiter,Neptune-like,0.0699 AU,0.0,7.2 days,exoplanet_details/k2-248-b/,0223bd7f-e6fa-4a89-881b-60bcec20a883,https://exoplanets.nasa.gov//exoplanet-catalog/6334/k2-248-b/
k2-249-b,"""K2-249 b is a Neptune-like exoplanet that orbits an F-type star. Its mass is 8.2 Earths, it takes 12.4 days to complete one orbit of its star, and is 0.1151 AU from its star. Its discovery was announced in 2018.""",2018,Transit,8.2 Earths,0.249 x Jupiter,Neptune-like,0.1151 AU,0.0,12.4 days,exoplanet_details/k2-249-b/,be0f2617-ad1b-4e26-b7b6-89a0a624bbdd,https://exoplanets.nasa.gov//exoplanet-catalog/6335/k2-249-b/
k2-25-b,K2-25 b is a Neptune-like exoplanet that orbits an M-type star. Its mass is 11.6 Earths and it takes 3.5 days to complete one orbit of its star. Its discovery was announced in 2015.,2015,Transit,11.6 Earths,0.306 x Jupiter,Neptune-like,Unknown,0.27,3.5 days,exoplanet_details/k2-25-b/,c4aabcf0-f3bc-4c1e-bc91-46bd6da14277,https://exoplanets.nasa.gov//exoplanet-catalog/4264/k2-25-b/
k2-250-b,"""K2-250 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 6.53 Earths, it takes 4 days to complete one orbit of its star, and is 0.0459 AU from its star. Its discovery was announced in 2018.""",2018,Transit,6.53 Earths,0.218 x Jupiter,Neptune-like,0.0459 AU,0.0,4 days,exoplanet_details/k2-250-b/,4c9b774b-5861-44b8-8787-569d1ff090bd,https://exoplanets.nasa.gov//exoplanet-catalog/6336/k2-250-b/
k2-251-b,"""K2-251 b is a Neptune-like exoplanet that orbits an M-type star. Its mass is 6.12 Earths, it takes 9.3 days to complete one orbit of its star, and is 0.0694 AU from its star. Its discovery was announced in 2018.""",2018,Transit,6.12 Earths,0.21 x Jupiter,Neptune-like,0.0694 AU,0.0,9.3 days,exoplanet_details/k2-251-b/,11137323-3cdc-4f54-b8ac-1d8617bed84c,https://exoplanets.nasa.gov//exoplanet-catalog/6337/k2-251-b/
k2-252-b,"""K2-252 b is a super Earth exoplanet that orbits a K-type star. Its mass is 3.68 Earths, it takes 13.8 days to complete one orbit of its star, and is 0.1041 AU from its star. Its discovery was announced in 2018.""",2018,Transit,3.68 Earths,1.74 x Earth,Super Earth,0.1041 AU,0.0,13.8 days,exoplanet_details/k2-252-b/,47e05987-4903-43af-a05c-a72dbefd4c82,https://exoplanets.nasa.gov//exoplanet-catalog/6338/k2-252-b/
k2-253-b,"""K2-253 b is a gas giant exoplanet that orbits an F-type star. Its mass is Unknown, it takes 4 days to complete one orbit of its star, and is 0.0506 AU from its star. Its discovery was announced in 2018.""",2018,Transit,Unknown,1.13 x Jupiter,Gas Giant,0.0506 AU,0.0,4 days,exoplanet_details/k2-253-b/,b2527f1f-55ff-4648-b1a0-ed18aab7349a,https://exoplanets.nasa.gov//exoplanet-catalog/6339/k2-253-b/
k2-254-b,"""K2-254 b is a super Earth exoplanet that orbits a K-type star. Its mass is 3.29 Earths, it takes 4.1 days to complete one orbit of its star, and is 0.0448 AU from its star. Its discovery was announced in 2018.""",2018,Transit,3.29 Earths,1.63 x Earth,Super Earth,0.0448 AU,0.0,4.1 days,exoplanet_details/k2-254-b/,f1c1eed6-10c4-4a0e-9de2-9aba788504e5,https://exoplanets.nasa.gov//exoplanet-catalog/6340/k2-254-b/
k2-254-c,"""K2-254 c is a Neptune-like exoplanet that orbits a K-type star. Its mass is 5.43 Earths, it takes 12.1 days to complete one orbit of its star, and is 0.0923 AU from its star. Its discovery was announced in 2018.""",2018,Transit,5.43 Earths,2.19 x Earth,Neptune-like,0.0923 AU,0.0,12.1 days,exoplanet_details/k2-254-c/,f5c5ad2b-6cd7-4d62-bc2c-be34f235c9dd,https://exoplanets.nasa.gov//exoplanet-catalog/6341/k2-254-c/
k2-255-b,"""K2-255 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 8.75 Earths, it takes 2 days to complete one orbit of its star, and is 0.0274 AU from its star. Its discovery was announced in 2018.""",2018,Transit,8.75 Earths,0.259 x Jupiter,Neptune-like,0.0274 AU,0.0,2 days,exoplanet_details/k2-255-b/,b93743de-e4c5-413a-8658-1b8641fec18d,https://exoplanets.nasa.gov//exoplanet-catalog/6342/k2-255-b/
k2-256-b,"""K2-256 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 7.41 Earths, it takes 5.5 days to complete one orbit of its star, and is 0.0578 AU from its star. Its discovery was announced in 2018.""",2018,Transit,7.41 Earths,0.235 x Jupiter,Neptune-like,0.0578 AU,0.0,5.5 days,exoplanet_details/k2-256-b/,7958b178-8952-497c-a8b2-fc2b954439ae,https://exoplanets.nasa.gov//exoplanet-catalog/6343/k2-256-b/
k2-257-b,"""K2-257 b is a terrestrial exoplanet that orbits an M-type star. Its mass is 0.498 Earths, it takes 1.6 days to complete one orbit of its star, and is 0.0216 AU from its star. Its discovery was announced in 2018.""",2018,Transit,0.498 Earths,0.83 x Earth,Terrestrial,0.0216 AU,0.0,1.6 days,exoplanet_details/k2-257-b/,4ee4cbb8-6f07-493a-86fb-ff185a4435d8,https://exoplanets.nasa.gov//exoplanet-catalog/6344/k2-257-b/
k2-258-b,"""K2-258 b is a Neptune-like exoplanet that orbits an F-type star. Its mass is 9.27 Earths, it takes 19.1 days to complete one orbit of its star, and is 0.149 AU from its star. Its discovery was announced in 2018.""",2018,Transit,9.27 Earths,0.268 x Jupiter,Neptune-like,0.149 AU,0.0,19.1 days,exoplanet_details/k2-258-b/,27e2102f-d348-4a60-a95a-eb8f67922962,https://exoplanets.nasa.gov//exoplanet-catalog/6345/k2-258-b/
k2-259-b,"""K2-259 b is a Neptune-like exoplanet that orbits an F-type star. Its mass is 5.99 Earths, it takes 15.5 days to complete one orbit of its star, and is 0.1271 AU from its star. Its discovery was announced in 2018.""",2018,Transit,5.99 Earths,0.207 x Jupiter,Neptune-like,0.1271 AU,0.0,15.5 days,exoplanet_details/k2-259-b/,582f642b-ab35-459a-b6a5-8667a338df64,https://exoplanets.nasa.gov//exoplanet-catalog/6346/k2-259-b/
k2-26-b,"""K2-26 b is a Neptune-like exoplanet that orbits an M-type star. Its mass is 7.61 Earths, it takes 14.6 days to complete one orbit of its star, and is 0.0962 AU from its star. Its discovery was announced in 2016.""",2016,Transit,7.61 Earths,0.238 x Jupiter,Neptune-like,0.0962 AU,0.0,14.6 days,exoplanet_details/k2-26-b/,3c612ffa-0bb6-460c-a3bb-258472f498c8,https://exoplanets.nasa.gov//exoplanet-catalog/5982/k2-26-b/
k2-260-b,"""K2-260 b is a gas giant exoplanet that orbits an F-type star. Its mass is 1.42 Jupiters, it takes 2.6 days to complete one orbit of its star, and is 0.0404 AU from its star. Its discovery was announced in 2018.""",2018,Transit,1.42 Jupiters,1.552 x Jupiter,Gas Giant,0.0404 AU,0.0,2.6 days,exoplanet_details/k2-260-b/,a30a3187-5bf7-4001-aa91-a874605fe512,https://exoplanets.nasa.gov//exoplanet-catalog/6352/k2-260-b/
k2-261-b,"""K2-261 b is a gas giant exoplanet that orbits a G-type star. Its mass is 0.188 Jupiters, it takes 11.6 days to complete one orbit of its star, and is 0.1034 AU from its star. Its discovery was announced in 2018.""",2018,Transit,0.188 Jupiters,0.85 x Jupiter,Gas Giant,0.1034 AU,0.29,11.6 days,exoplanet_details/k2-261-b/,86217e92-6234-4728-b845-9f50108c3e94,https://exoplanets.nasa.gov//exoplanet-catalog/6353/k2-261-b/
k2-263-b,"""K2-263 b is a super Earth exoplanet that orbits a G-type star. Its mass is 14.8 Earths, it takes 50.8 days to complete one orbit of its star, and is 0.2573 AU from its star. Its discovery was announced in 2018.""",2018,Transit,14.8 Earths,0.215 x Jupiter,Super Earth,0.2573 AU,< 0.14,50.8 days,exoplanet_details/k2-263-b/,39ff0467-15e6-4bcc-886c-0fe944341556,https://exoplanets.nasa.gov//exoplanet-catalog/6364/k2-263-b/
k2-264-b,"""K2-264 b is a Neptune-like exoplanet that orbits an M-type star. Its mass is 5.61 Earths, it takes 5.8 days to complete one orbit of its star, and is 0.05023 AU from its star. Its discovery was announced in 2018.""",2018,Transit,5.61 Earths,2.231 x Earth,Neptune-like,0.05023 AU,< 0.5,5.8 days,exoplanet_details/k2-264-b/,02024bac-c820-45d6-866c-828915e50bf6,https://exoplanets.nasa.gov//exoplanet-catalog/6365/k2-264-b/
k2-264-c,"""K2-264 c is a Neptune-like exoplanet that orbits an M-type star. Its mass is 7.6 Earths, it takes 19.7 days to complete one orbit of its star, and is 0.11283 AU from its star. Its discovery was announced in 2018.""",2018,Transit,7.6 Earths,0.238 x Jupiter,Neptune-like,0.11283 AU,< 0.45,19.7 days,exoplanet_details/k2-264-c/,4767f0bd-d9b2-40ca-9058-6bafd3ed71fb,https://exoplanets.nasa.gov//exoplanet-catalog/6366/k2-264-c/
k2-265-b,"""K2-265 b is a super Earth exoplanet that orbits a G-type star. Its mass is 6.54 Earths, it takes 2.4 days to complete one orbit of its star, and is 0.03376 AU from its star. Its discovery was announced in 2018.""",2018,Transit,6.54 Earths,1.71 x Earth,Super Earth,0.03376 AU,0.08,2.4 days,exoplanet_details/k2-265-b/,569dcc03-e8d5-4e0e-9cfe-97763ba142c2,https://exoplanets.nasa.gov//exoplanet-catalog/6385/k2-265-b/
k2-266-b,"""K2-266 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 11.26782 Earths, it takes 0.7 days to complete one orbit of its star, and is 0.01306 AU from its star. Its discovery was announced in 2018.""",2018,Transit,11.26782 Earths,0.294 x Jupiter,Neptune-like,0.01306 AU,0.0,0.7 days,exoplanet_details/k2-266-b/,c7188f02-d943-4a2c-8fa3-e5c94f1c8942,https://exoplanets.nasa.gov//exoplanet-catalog/6401/k2-266-b/
k2-266-c,"""K2-266 c is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.29013 Earths, it takes 7.8 days to complete one orbit of its star, and is 0.0679 AU from its star. Its discovery was announced in 2018.""",2018,Transit,0.29013 Earths,0.705 x Earth,Terrestrial,0.0679 AU,0.04,7.8 days,exoplanet_details/k2-266-c/,f44fbf33-6a49-420a-84a3-31abfba49529,https://exoplanets.nasa.gov//exoplanet-catalog/6402/k2-266-c/
k2-266-d,"""K2-266 d is a Neptune-like exoplanet that orbits a K-type star. Its mass is 8.9 Earths, it takes 14.7 days to complete one orbit of its star, and is 0.1035 AU from its star. Its discovery was announced in 2018.""",2018,Transit,8.9 Earths,0.261 x Jupiter,Neptune-like,0.1035 AU,0.05,14.7 days,exoplanet_details/k2-266-d/,206fbe0b-1925-4346-a9aa-923d079a3685,https://exoplanets.nasa.gov//exoplanet-catalog/6403/k2-266-d/
k2-266-e,"""K2-266 e is a Neptune-like exoplanet that orbits a K-type star. Its mass is 14.3 Earths, it takes 19.5 days to complete one orbit of its star, and is 0.1249 AU from its star. Its discovery was announced in 2018.""",2018,Transit,14.3 Earths,0.244 x Jupiter,Neptune-like,0.1249 AU,0.04,19.5 days,exoplanet_details/k2-266-e/,dc044c85-81a7-41ba-93b9-e6fcddc34c76,https://exoplanets.nasa.gov//exoplanet-catalog/6368/k2-266-e/
k2-268-b,"""K2-268 b is a super Earth exoplanet that orbits a K-type star. Its mass is 2.86 Earths, it takes 2.2 days to complete one orbit of its star, and is 0.0308 AU from its star. Its discovery was announced in 2018.""",2018,Transit,2.86 Earths,1.5 x Earth,Super Earth,0.0308 AU,0.0,2.2 days,exoplanet_details/k2-268-b/,ae005f8f-d8bd-4fac-b550-68fda8e53964,https://exoplanets.nasa.gov//exoplanet-catalog/6386/k2-268-b/
k2-268-c,"""K2-268 c is a Neptune-like exoplanet that orbits a K-type star. Its mass is 7.7 Earths, it takes 9.3 days to complete one orbit of its star, and is 0.0819 AU from its star. Its discovery was announced in 2018.""",2018,Transit,7.7 Earths,0.24 x Jupiter,Neptune-like,0.0819 AU,0.0,9.3 days,exoplanet_details/k2-268-c/,4f4b5bc4-52c9-46b8-b088-1f3b3eeb76c3,https://exoplanets.nasa.gov//exoplanet-catalog/6387/k2-268-c/
k2-268-d,K2-268 d is a super Earth exoplanet that orbits a K-type star. Its mass is 2.83 Earths and it takes 4.5 days to complete one orbit of its star. Its discovery was announced in 2019.,2019,Transit,2.83 Earths,1.49 x Earth,Super Earth,Unknown,0.0,4.5 days,exoplanet_details/k2-268-d/,77d7cdef-d134-440a-8e1b-d7dd5bf0f0e2,https://exoplanets.nasa.gov//exoplanet-catalog/7960/k2-268-d/
k2-268-e,K2-268 e is a super Earth exoplanet that orbits a K-type star. Its mass is 2.33 Earths and it takes 6.1 days to complete one orbit of its star. Its discovery was announced in 2019.,2019,Transit,2.33 Earths,1.33 x Earth,Super Earth,Unknown,0.0,6.1 days,exoplanet_details/k2-268-e/,6d0c1a94-1b4f-4f1c-b85e-f17063b90c3e,https://exoplanets.nasa.gov//exoplanet-catalog/7962/k2-268-e/
k2-268-f,K2-268 f is a Neptune-like exoplanet that orbits a K-type star. Its mass is 5.6 Earths and it takes 26.3 days to complete one orbit of its star. Its discovery was announced in 2019.,2019,Transit,5.6 Earths,2.23 x Earth,Neptune-like,Unknown,0.0,26.3 days,exoplanet_details/k2-268-f/,d69b5b6e-6452-40af-b1a5-5bffc2a95001,https://exoplanets.nasa.gov//exoplanet-catalog/7961/k2-268-f/
k2-269-b,"""K2-269 b is a super Earth exoplanet that orbits an F-type star. Its mass is 3.09 Earths, it takes 4.1 days to complete one orbit of its star, and is 0.0531 AU from its star. Its discovery was announced in 2018.""",2018,Transit,3.09 Earths,1.57 x Earth,Super Earth,0.0531 AU,0.0,4.1 days,exoplanet_details/k2-269-b/,514a7cfd-ac6d-42c2-ba1c-72688b793141,https://exoplanets.nasa.gov//exoplanet-catalog/6388/k2-269-b/
k2-27-b,"""K2-27 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 30.9 Earths, it takes 6.8 days to complete one orbit of its star, and is 0.06702 AU from its star. Its discovery was announced in 2016.""",2016,Transit,30.9 Earths,0.4 x Jupiter,Neptune-like,0.06702 AU,0.25,6.8 days,exoplanet_details/k2-27-b/,d718040c-7e47-486d-8087-b7c0da5b1006,https://exoplanets.nasa.gov//exoplanet-catalog/4892/k2-27-b/
k2-270-b,"""K2-270 b is a super Earth exoplanet that orbits a K-type star. Its mass is 2.48 Earths, it takes 1.5 days to complete one orbit of its star, and is 0.0247 AU from its star. Its discovery was announced in 2018.""",2018,Transit,2.48 Earths,1.38 x Earth,Super Earth,0.0247 AU,0.0,1.5 days,exoplanet_details/k2-270-b/,f490e1bd-ad42-4801-acd6-c6e15dbf731b,https://exoplanets.nasa.gov//exoplanet-catalog/6389/k2-270-b/
k2-270-c,"""K2-270 c is a Neptune-like exoplanet that orbits a K-type star. Its mass is 9.01 Earths, it takes 4.4 days to complete one orbit of its star, and is 0.0497 AU from its star. Its discovery was announced in 2018.""",2018,Transit,9.01 Earths,0.263 x Jupiter,Neptune-like,0.0497 AU,0.0,4.4 days,exoplanet_details/k2-270-c/,dd60bd77-f26c-4514-abc0-9cd4a9ba7d3e,https://exoplanets.nasa.gov//exoplanet-catalog/6379/k2-270-c/
k2-271-b,"""K2-271 b is a gas giant exoplanet that orbits a G-type star. Its mass is 0.131 Jupiters, it takes 8.6 days to complete one orbit of its star, and is 0.077 AU from its star. Its discovery was announced in 2018.""",2018,Transit,0.131 Jupiters,0.649 x Jupiter,Gas Giant,0.077 AU,0.0,8.6 days,exoplanet_details/k2-271-b/,6583529d-d741-48ed-b6ef-23fdecad7e6c,https://exoplanets.nasa.gov//exoplanet-catalog/6380/k2-271-b/
k2-272-b,"""K2-272 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 9.96 Earths, it takes 14.5 days to complete one orbit of its star, and is 0.1007 AU from its star. Its discovery was announced in 2018.""",2018,Transit,9.96 Earths,0.279 x Jupiter,Neptune-like,0.1007 AU,0.0,14.5 days,exoplanet_details/k2-272-b/,6eaeeecc-7c70-4922-8515-46a62fc63ef5,https://exoplanets.nasa.gov//exoplanet-catalog/6381/k2-272-b/
k2-273-b,"""K2-273 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 9.53 Earths, it takes 11.7 days to complete one orbit of its star, and is 0.0729 AU from its star. Its discovery was announced in 2018.""",2018,Transit,9.53 Earths,0.272 x Jupiter,Neptune-like,0.0729 AU,0.0,11.7 days,exoplanet_details/k2-273-b/,9f526c61-2a0c-4d2c-9ce1-7603e4632e93,https://exoplanets.nasa.gov//exoplanet-catalog/6382/k2-273-b/
k2-274-b,"""K2-274 b is a super Earth exoplanet that orbits a K-type star. Its mass is 4.98 Earths, it takes 14.1 days to complete one orbit of its star, and is 0.0964 AU from its star. Its discovery was announced in 2018.""",2018,Transit,4.98 Earths,2.08 x Earth,Super Earth,0.0964 AU,0.0,14.1 days,exoplanet_details/k2-274-b/,3acf09b1-22c9-4281-94b2-67141a94ba00,https://exoplanets.nasa.gov//exoplanet-catalog/6383/k2-274-b/
k2-275-b,"""K2-275 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 6.08 Earths, it takes 3.3 days to complete one orbit of its star, and is 0.0277 AU from its star. Its discovery was announced in 2018.""",2018,Transit,6.08 Earths,0.209 x Jupiter,Neptune-like,0.0277 AU,0.0,3.3 days,exoplanet_details/k2-275-b/,57d7a3df-b1a5-4f9a-8b4c-f2e40ffe7919,https://exoplanets.nasa.gov//exoplanet-catalog/6384/k2-275-b/
k2-275-c,"""K2-275 c is a Neptune-like exoplanet that orbits a K-type star. Its mass is 5.52 Earths, it takes 8.4 days to complete one orbit of its star, and is 0.0881 AU from its star. Its discovery was announced in 2018.""",2018,Transit,5.52 Earths,2.21 x Earth,Neptune-like,0.0881 AU,0.0,8.4 days,exoplanet_details/k2-275-c/,c7957cac-d693-43a2-908e-bd7fe8fdcf66,https://exoplanets.nasa.gov//exoplanet-catalog/6398/k2-275-c/
k2-276-b,"""K2-276 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 13.7 Earths, it takes 18.7 days to complete one orbit of its star, and is 0.1291 AU from its star. Its discovery was announced in 2018.""",2018,Transit,13.7 Earths,0.336 x Jupiter,Neptune-like,0.1291 AU,0.0,18.7 days,exoplanet_details/k2-276-b/,8091924d-7749-4549-8c55-2d6d2061df93,https://exoplanets.nasa.gov//exoplanet-catalog/6390/k2-276-b/
k2-277-b,"""K2-277 b is a super Earth exoplanet that orbits a G-type star. Its mass is 4.94 Earths, it takes 6.3 days to complete one orbit of its star, and is 0.0675 AU from its star. Its discovery was announced in 2018.""",2018,Transit,4.94 Earths,2.07 x Earth,Super Earth,0.0675 AU,0.0,6.3 days,exoplanet_details/k2-277-b/,7f8a4ff0-f62c-410b-ade5-d69fd7d2e19a,https://exoplanets.nasa.gov//exoplanet-catalog/6391/k2-277-b/
k2-278-b,"""K2-278 b is a Neptune-like exoplanet that orbits an F-type star. Its mass is 9.17 Earths, it takes 3.3 days to complete one orbit of its star, and is 0.0488 AU from its star. Its discovery was announced in 2018.""",2018,Transit,9.17 Earths,0.266 x Jupiter,Neptune-like,0.0488 AU,0.0,3.3 days,exoplanet_details/k2-278-b/,311a9a74-6821-42e1-88e7-7fbda2fd159c,https://exoplanets.nasa.gov//exoplanet-catalog/6392/k2-278-b/
k2-279-b,"""K2-279 b is a super Earth exoplanet that orbits a G-type star. Its mass is 1.92 Earths, it takes 7.1 days to complete one orbit of its star, and is 0.067 AU from its star. Its discovery was announced in 2018.""",2018,Transit,1.92 Earths,1.21 x Earth,Super Earth,0.067 AU,0.0,7.1 days,exoplanet_details/k2-279-b/,15bcb108-46ba-439e-943a-b85542b509d6,https://exoplanets.nasa.gov//exoplanet-catalog/6393/k2-279-b/
k2-28-b,"""K2-28 b is a Neptune-like exoplanet that orbits an M-type star. Its mass is 5.99 Earths, it takes 2.3 days to complete one orbit of its star, and is 0.0214 AU from its star. Its discovery was announced in 2016.""",2016,Transit,5.99 Earths,0.207 x Jupiter,Neptune-like,0.0214 AU,0.0,2.3 days,exoplanet_details/k2-28-b/,ea8b7d80-076f-4c34-9088-e861068443fc,https://exoplanets.nasa.gov//exoplanet-catalog/4665/k2-28-b/
